musicId,fileName,title,artist,album,duration,chorus_start_time,chorus_end_time,audspec_lengthL1norm_sma_meanSegLen,audspec_lengthL1norm_sma_stddev,audspec_lengthL1norm_sma_skewness,audspec_lengthL1norm_sma_kurtosis,audspec_lengthL1norm_sma_maxSegLen,audspecRasta_lengthL1norm_sma_meanSegLen,audspecRasta_lengthL1norm_sma_stddev,audspecRasta_lengthL1norm_sma_skewness,audspecRasta_lengthL1norm_sma_kurtosis,audspecRasta_lengthL1norm_sma_maxSegLen,pcm_RMSenergy_sma_meanSegLen,pcm_RMSenergy_sma_stddev,pcm_RMSenergy_sma_skewness,pcm_RMSenergy_sma_kurtosis,pcm_RMSenergy_sma_maxSegLen,pcm_zcr_sma_meanSegLen,pcm_zcr_sma_stddev,pcm_zcr_sma_skewness,pcm_zcr_sma_kurtosis,pcm_zcr_sma_maxSegLen,audspec_lengthL1norm_sma_de_meanSegLen,audspec_lengthL1norm_sma_de_stddev,audspec_lengthL1norm_sma_de_skewness,audspec_lengthL1norm_sma_de_kurtosis,audspec_lengthL1norm_sma_de_maxSegLen,audspecRasta_lengthL1norm_sma_de_meanSegLen,audspecRasta_lengthL1norm_sma_de_stddev,audspecRasta_lengthL1norm_sma_de_skewness,audspecRasta_lengthL1norm_sma_de_kurtosis,audspecRasta_lengthL1norm_sma_de_maxSegLen,audSpec_Rfilt_sma[0]_meanSegLen,audSpec_Rfilt_sma[0]_stddev,audSpec_Rfilt_sma[1]_meanSegLen,audSpec_Rfilt_sma[1]_stddev,audSpec_Rfilt_sma[2]_meanSegLen,pcm_RMSenergy_sma_risetime,pcm_zcr_sma_risetime,audspec_lengthL1norm_sma_risetime,audspecRasta_lengthL1norm_sma_risetime,Arousal(mean),Valence(mean)
464,464.mp3,You're Gonna Live Forever in Me,John Mayer,The Search for Everything - Wave One,11.08,01:41,01:50,0.7326666999999999,0.9300178,0.4533448,3.1834860000000003,2.33,1.8375,1.142622,5.983986,49.08055,6.28,0.4931818,0.0595418,0.07458585,2.470814,2.13,10.7,0.04234145,8.636489,107.684,10.7,1.37125,0.1083927,1.310934,16.978679999999997,3.32,0.4203845999999999,0.2036412999999999,7.679677000000001,110.9865,3.23,0.165,0.1832975,0.12,0.6107668,0.125,0.4680657,0.4644161,0.4644161,0.4224452999999999,,
465,465.mp3,Ain't No Grave (Album Version),Johnny Cash,American VI:  Ain't No Grave,21.08,02:21,02:40,0.5465625,0.9545291,-0.1448597,2.912364,1.61,0.22,5.2679730000000005,17.54994,338.3874,0.22,0.8704165999999999,0.08270726,0.3754247,2.469392,2.55,0.0,0.04843492,8.786408,134.183,0.0,0.6418518,0.1165343,0.3693547,5.518744,1.98,0.21,1.340806,8.814025,309.1744,0.21,0.22,0.8320769,0.22,4.249137,0.22,0.4856733,0.4799426999999999,0.465616,0.4460363,0.3375,0.425
466,466.mp3,All Time Low (explicit),Jon Bellion,All Time Low,26.1,03:01,03:25,0.6844736,1.204641,-0.1906141,3.511647,1.89,1.82,3.64673,13.68657,205.4447,1.82,0.648,0.09194467,0.6137726,3.597207,1.91,3.121428,0.2082949999999999,3.4138370000000005,13.51005,5.34,0.3916667,0.1779204,1.328748,6.442659,1.89,1.82,0.6711558000000001,14.64712,417.407,1.82,6.465,0.221356,1.245,0.517999,1.82,0.451849,0.4553159,0.4152542,0.4356702999999999,0.65,0.7375
468,468.mp3,Dirt On My Boots,Jon Pardi,California Sunrise,49.14,02:32,03:19,0.9283673,1.74758,-0.5405628,2.80146,2.66,0.52,0.7420204,13.91835,254.5544,0.52,0.7836207,0.1190696,0.03893483,2.724699,1.59,3.232857,0.03156441,4.568997,42.9099,9.8,0.6357143,0.2397413999999999,1.811548,8.826424000000001,1.47,0.8928302,0.127165,12.15385,340.5405,3.01,43.83,0.08987892,14.61,0.2067723,0.0,0.4091931,0.4602656,0.3987742999999999,0.3756895,0.7625,0.7875
469,469.mp3,Head Over Boots,Jon Pardi,Head Over Boots,27.1,02:35,03:00,0.752,1.12993,-0.2073851,4.352247,1.12,0.31,0.9117963,14.63039,244.6279,0.31,0.6585,0.08794519,0.5299069000000001,3.877811,1.36,4.73,0.02531403,8.546123,160.8566,4.73,0.6897436,0.1865926,2.155375,12.82326,1.93,0.36,0.1767007,13.62935,378.374,0.36,0.27,0.1715101,0.28,0.3609510999999999,0.28,0.4326531,0.4671614,0.4230056,0.387013,0.7125,0.7125
470,470.mp3,Perfect Strangers,JP Cooper,Perfect Strangers,63.18,02:02,03:03,0.9195588,1.275525,-0.197237,2.951131,2.65,0.0,1.6424009999999998,26.7879,853.3527,0.0,1.602308,0.07872325,0.02913705,3.4368220000000003,14.51,4.8,0.04295316,2.628111,27.0154,16.27,0.7376471,0.2931535999999999,1.481477,6.657639,1.67,0.0,0.4087873,17.74946,958.1153,0.0,0.0,0.5632439,0.0,1.080194,0.0,0.4427323,0.4664019,0.3737887,0.380143,0.7625,0.85
471,471.mp3,By Your Side,Jonas Blue,By Your Side,66.19,02:13,03:17,1.084833,1.471363,-0.4381903,2.990558,5.04,0.0,0.9896024,20.57305,505.8878,0.0,1.139123,0.1066101999999999,0.1733987,3.142445,5.45,1.946061,0.06450506,1.776255,7.771871000000001,12.3,1.57325,0.2861737,1.302751,7.393467999999999,7.65,0.9492537,0.1865262,20.79573,825.253,4.65,33.3,0.3348271,33.28,0.3502518,33.28,0.423351,0.4771797,0.4030325999999999,0.4097042999999999,0.875,0.7875
472,472.mp3,Mama,Jonas Blue,Mama,56.16,01:41,02:35,0.8613846,1.324926,-0.2352038,2.847942,2.28,0.57,0.8383796,16.14293,318.3324,0.57,1.046415,0.09097128,0.2290044,4.081594,8.79,1.183191,0.06618118,1.757668,7.406867999999999,3.17,0.757973,0.3146929,1.132089,5.307343,1.72,0.0,0.1490971,6.495647,292.7177,0.0,0.0,0.2247471,0.0,0.4242799,0.0,0.456479,0.4647005999999999,0.3951743,0.4001787,0.6125,0.6625
476,476.mp3,Feliz Navidad,José Feliciano,Feliz Navidad,41.13,02:21,03:00,0.6524193,0.9487966999999998,-0.6714296,3.2589900000000003,2.18,0.0,3.879967,23.06518,586.6237,0.0,0.6506349,0.04479526,-0.3722415999999999,2.727555,1.72,29.15,0.03294609,12.00636,273.5849,29.15,0.7726415,0.1671384,0.8675444,4.231838,2.37,0.0,0.9143286,14.87126,620.5557,0.0,0.0,0.7192090999999999,0.0,2.370136,0.0,0.4278388,0.4617827,0.4273503999999999,0.3916972,0.7,0.8625
477,477.mp3,Homecoming,Josh Ritter,Sermon on the Rocks,42.13,04:35,05:15,0.7701852,1.105132,-1.46401,6.962353,3.6,0.47,0.496076,9.578321,111.7076,0.5,0.5067901,0.09102317,-0.6151734999999999,4.378706,1.07,0.0,0.02482049,12.10853,297.3263,0.0,0.640625,0.1318335,0.6206826,3.84903,1.72,1.794,0.0751203,8.1602,157.7915,6.81,0.43,0.1927055,0.43,0.3599915999999999,0.52,0.4548272,0.481764,0.4781882999999999,0.4426698,0.575,0.7125
478,478.mp3,Hometown Girl,Josh Turner,Hometown Girl,45.14,02:30,03:13,0.6622413,1.304755,-1.298429,3.995645,1.49,0.0,2.113225,23.16593,607.4111,0.0,0.8831373,0.0733017,-0.7447858,4.542207,3.85,2.05,0.02478798,12.32273,304.4409,2.05,0.5771795,0.1204551999999999,1.359923,11.14743,1.39,0.0,0.4921590999999999,16.100620000000003,713.3628,0.0,0.0,0.7903745,0.0,1.260443,0.0,0.4647385999999999,0.4636263,0.4787542,0.4335929,0.65,0.675
479,479.mp3,Get Your Freedom,Joy Villa,Get Your Freedom,23.09,02:14,02:35,0.6969696999999999,0.6224886,-0.2756386,4.246151,1.65,0.28,0.6319100999999999,8.417323,88.3672,0.28,0.8448148000000001,0.03210198,-0.7684759,4.788098000000001,2.53,0.0,0.02472656,7.409122,132.2023,0.0,0.8228571,0.1231888999999999,1.251684,9.488934,2.38,0.26,0.1125043999999999,2.533521,64.60622,0.26,0.24,0.1262839999999999,0.27,0.238283,0.29,0.5165505,0.4699476999999999,0.4651568,0.4629791,0.225,0.3875
480,480.mp3,I Make the Static,Joy Villa,I Make the Static,48.15,02:19,03:05,1.017234,0.9356073,-0.5883949,4.604935,4.24,0.0,1.912937,22.42143,562.7997,0.0,0.6539726,0.07095854,0.3785399,3.0429470000000003,1.17,24.12,0.02818801,10.10862,221.9818,24.12,2.105238,0.1407423,0.9249858,7.508462,9.83,0.0,0.4086724,19.70702,787.4739,0.0,0.0,0.9070334,0.0,1.289093,0.0,0.4656934,0.4865485,0.4852972,0.4456726,0.7875,0.6375
481,481.mp3,The Darkness,Joy Villa,I Make the Static,26.1,02:43,03:07,0.4841177,0.9689496,-1.616319,7.342994,1.81,0.27,0.5457542,10.93426,139.5255,0.27,0.4307143,0.06458315,-0.5093178,5.063248000000001,0.98,8.275,0.02278236,6.768665,116.6873,13.28,0.9870833,0.1203133,0.4285188,4.787511,2.5,0.0,0.08222606,17.15104,423.7997,0.0,0.41,0.08188451,0.27,0.1740345,0.29,0.4930662999999999,0.4684128999999999,0.4899845999999999,0.4456857,0.6875,0.6125
482,482.mp3,Vagabonds,Joy Villa,I Make the Static,50.17,02:42,03:30,0.6414103,0.9651811,-1.709255,7.803891999999999,1.73,0.8694735999999998,0.2168813,3.5167589999999995,23.44833,3.55,0.9626923,0.06212857,-1.071191,7.240009,2.04,2.0036,0.02303484,1.920807,12.16307,5.48,1.258461,0.1315772999999999,1.006618,5.53266,2.74,0.7433333000000001,0.04465463,1.887767,18.16202,0.78,1.926154,0.03517006,1.892917,0.06419904,0.7836508000000001,0.4910946,0.4534720999999999,0.4556734,0.4128477,0.556818181818,0.568181818182
483,483.mp3,Ain't Nothing,Juicy J,Ain't Nothing,25.11,02:51,03:14,0.4328571,1.186718,0.6896074000000001,3.4716120000000004,1.42,0.27,2.79457,17.39947,359.487,0.27,0.4310714,0.1065236,-1.252535,4.184803,1.03,0.0,0.03686885,13.01049,267.5236,0.0,0.5733333,0.2412425,1.814664,9.763026,1.55,0.27,0.715486,9.578586,363.9416,0.27,0.28,2.762239,0.27,4.797361,0.26,0.47497,0.4397277,0.3348018,0.3504204999999999,0.575,0.5125
484,484.mp3,Issues,Julia Michaels,Issues,34.12,02:18,02:50,1.27,1.130494,0.7509785,4.854621,2.15,3.174,0.5518642,6.3765480000000005,57.41005,6.34,0.561,0.09882418,-0.4480986,1.97823,1.48,1.47,0.04945165,2.585864,15.38341,4.32,1.761111,0.2125258,0.5427286,9.752501,2.23,0.5278688,0.1044229,4.075546,77.27750999999999,1.41,2.188,0.1170326,0.61,0.2001305,0.41,0.4801178,0.4494845,0.4586156,0.4541972999999999,0.675,0.625
485,485.mp3,. Company,Justin Bieber,Purpose (Deluxe),43.15,02:24,03:05,0.7842593000000001,1.425145,-0.01159937,2.744357,2.37,0.42,1.273777,16.784370000000003,339.9064,0.42,0.6418182,0.08539554,-0.06252758,3.847368,1.61,0.0,0.0294353,4.651173,86.69691999999999,0.0,0.6332836,0.2828176,0.5281416999999999,7.072172,2.57,2.861666,0.2519065,16.57518,539.3028,6.07,0.0,0.2239565,0.0,0.3884622,0.0,0.4620577,0.4951117,0.4739292,0.4746276,0.7125,0.7
486,486.mp3,. Love Yourself,Justin Bieber,Purpose (Deluxe),42.13,03:12,03:52,0.7663460999999999,1.274276,0.02454421,2.239953,3.82,2.701428,0.6395148,4.516473,38.35537,9.59,0.6325396,0.08221386,0.1212067,2.115834,1.35,1.116286,0.07455858,2.381634,8.643708,2.65,1.217273,0.1560677,1.2611709999999998,8.634901,3.55,4.022,0.1099203,3.030761,34.96634,9.599999,1.3119999999999998,0.1047172,2.626667,0.2539493,3.935,0.4185935999999999,0.4910608,0.405006,0.3985697,0.375,0.575
487,487.mp3,. Sorry,Justin Bieber,Purpose (Deluxe),37.13,02:30,03:05,0.6247457,1.361352,0.5273148,3.727019,1.21,0.38,2.198641,18.61044,395.7584,0.38,0.4495122,0.08856395,-0.8512181999999999,4.3215900000000005,1.15,7.236000000000001,0.04184387,4.318784,51.61121,15.55,0.6045901,0.320554,0.7133457,6.055123,1.63,0.41,0.4631502999999999,17.9536,617.0602,0.41,0.0,0.5477545,0.0,1.137377,0.39,0.4558983,0.4905303,0.472132,0.4613095,0.8,0.775
488,488.mp3,You Look Like I Need A Drink,Justin Moore,You Look Like I Need A Drink,27.1,02:35,03:00,0.5172917,1.695715,-1.306726,3.810659,2.4,0.26,1.025895,13.881429999999998,217.8359,0.26,0.5591489000000001,0.09428239,-0.2349103,3.860024,4.83,19.09,0.02690984,4.813783,87.48850999999999,19.09,0.9687999,0.1502476,0.9461723,7.181494,3.08,0.42,0.1771929,14.77569,396.7142,0.42,0.28,0.1608561,0.27,0.3392146,0.39,0.4608534000000001,0.4716141,0.4634508,0.4359925999999999,0.6625,0.6
489,489.mp3,justin timberlake - can't stop the feeling! (original song from dreamworks animation’s “trolls”),Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song From DreamWorks Animation's ""Trolls"")",44.14,03:10,03:52,0.7248333,1.029703,-1.21567,6.016071,1.3,13.23,0.2413527999999999,6.796247999999999,90.57195,35.48,0.8995833000000001,0.08113139,-0.2921548,2.938756,2.13,0.5578204999999999,0.05337637,1.338336,6.161894,1.05,1.889565,0.1967361,0.7631544,5.473272,5.76,0.46,0.04847245,1.326678,31.04811,0.46,1.45,0.09228323,1.477857,0.1570207,1.279412,0.4531391999999999,0.4572337999999999,0.4485896,0.4344859,0.909090909091,0.7954545454549999
490,490.mp3,Liability,KLOE,Liability,27.1,02:35,03:00,0.7302702,1.261977,-0.960218,4.162167,1.81,1.153182,0.3014064,4.217294,28.8874,3.67,0.7879411999999999,0.1078838,-0.5230481,3.374013,2.32,0.9970371,0.03317684,1.705803,10.76594,3.71,0.5493878000000001,0.1812815,0.8378745999999999,6.168546,2.42,1.025,0.05670969,2.6220380000000003,29.4783,3.17,1.386667,0.1858829,1.386667,0.2098965,0.34,0.5001855,0.4738404,0.4675324999999999,0.4504637999999999,0.825,0.6875
491,491.mp3,Way Down We Go,Kaleo,A/B,49.14,01:10,01:57,1.131667,1.383744,0.4248577999999999,2.481684,5.06,0.0,4.099467,26.29808,766.5505,0.0,0.7377273,0.1001654,0.1154718,3.236894,1.25,0.0,0.02991168,15.423520000000002,412.1194,0.0,0.8654546000000001,0.1923635,0.9570195,7.661242,2.19,0.0,1.022532,14.2851,733.2410000000001,0.0,0.0,1.1586459999999998,0.0,2.765135,0.0,0.4706844,0.4835547,0.4594484,0.4316649999999999,0.575,0.4375
492,492.mp3,What Ifs,Kane Brown,Kane Brown,34.12,02:18,02:50,0.5002941,1.381259,-1.8001459999999998,6.403698,1.31,0.36,2.065751,18.240820000000003,378.1918,0.36,0.6067857,0.07866604,-1.649275,5.903714,1.61,6.45,0.03914964,5.918143,71.43435,21.83,0.782093,0.1586387,0.9179482,5.992562,2.27,0.39,0.4402667999999999,17.20831,583.6804,0.39,0.35,0.3955889,0.34,1.213139,0.34,0.455081,0.4851252,0.460972,0.4162002999999999,0.9,0.7875
493,493.mp3,Ain't No Stopping Us Now,Kane Brown,Ain't No Stopping Us Now,40.14,02:22,03:00,0.6781356,0.9569759,-1.457912,6.690353,2.0,0.0,4.016903,22.008000000000003,534.6141,0.0,0.5877941,0.05685942,-1.35766,8.370461,1.08,1.175,0.03624987,7.66011,142.8565,1.79,1.798182,0.1553085,1.328258,8.259398,4.74,0.39,0.915715,15.94616,626.692,0.39,0.0,1.6899529999999998,0.0,2.391495,0.0,0.4822322,0.4644645,0.452953,0.4334333999999999,0.7375,0.75
494,494.mp3,01 Champions,Kanye West,Champions,32.1,05:00,05:30,0.8979412,1.575265,-0.8425229999999999,3.84392,1.8,0.34,2.226501,17.95685,360.25699999999995,0.34,0.5308771999999999,0.1313387,-0.8775627,3.322688,1.38,2.68625,0.05378622,3.769863,27.02571,9.41,0.9396774,0.2182342,1.23636,10.44734,2.03,0.39,0.4785871,15.33575,484.0108,0.39,2.001667,0.2510096,0.4,0.4487279,0.32,0.5118973,0.4542893,0.4589856,0.4489667999999999,0.8,0.4625
495,495.mp3,Kanye West Ft. Rihanna - Famous (New Version) (CDQ),Kanye West,Famous,69.2,01:50,02:57,1.0746870000000002,1.295344,-0.2604437,3.31512,2.84,0.0,1.115787,22.75552,611.9142,0.0,1.240364,0.1043759,0.2298787,3.219068,2.2,3.327222,0.03856697,3.787645,32.95689,10.99,1.1365,0.2500338,0.8455815999999999,5.47649,3.17,0.77,0.2256282,21.00522,901.5047,0.77,0.9266666,0.06768062,0.7,0.2332636,0.0,0.4353247999999999,0.463167,0.4409803,0.4244489999999999,0.8375,0.475
496,496.mp3,Fade,Kanye West,The Life Of Pablo,34.12,02:28,03:00,0.7872093000000001,1.6090799999999998,0.1751487,2.142325,3.41,2.606154,0.9126582,6.646228999999999,61.56249,17.67,0.6515384,0.1504132,0.2203719999999999,2.365401,2.78,2.092857,0.04869501,1.69446,12.50402,6.03,0.8679486999999999,0.2389334,1.4008200000000002,8.475434,4.54,0.3737362999999999,0.1905947,4.08585,59.71226,0.52,4.365,0.1970684,4.37,0.3218432,5.516667,0.4836524,0.4715759,0.3935199,0.3758468,0.6625,0.5375
499,499.mp3,Bon Appétit,Katy Perry,Bon Appétit,29.11,03:13,03:40,0.6456818,1.184228,-0.5996876999999999,4.25973,1.26,0.98,0.447118,11.38802,207.8282,1.16,0.5481132,0.1007517,-0.4264822,3.5526379999999995,1.25,0.6702325,0.0270463999999999,1.931884,10.81193,4.61,0.3560494,0.2898265,0.9121869,4.24834,0.83,0.79,0.1199234999999999,5.410287,161.0016,0.79,0.6533334,0.09726138,4.053333,0.1630348,0.81,0.4589087999999999,0.5117403,0.3832873,0.3984807,0.8625,0.825
500,500.mp3,Swish Swish,Katy Perry,Swish Swish,35.11,03:26,03:59,0.7247916,1.355205,0.02662126,2.714891,2.47,1.127407,0.4976473,4.338487000000001,37.50562,3.59,0.5582258000000001,0.1228828999999999,-0.5226168999999999,2.701805,1.88,0.6946809,0.07770002,1.435901,5.788886,1.94,0.5333898,0.3194344,0.7653305,4.786875,1.32,3.164444,0.1095703,1.907414,23.01184,14.0,1.372917,0.08638409,2.059375,0.1938366,2.05875,0.453505,0.4878398,0.4168813,0.4188840999999999,0.7,0.425
501,501.mp3,Chained To The Rhythm,Katy Perry,Chained To The Rhythm,44.14,03:13,03:55,0.8779165999999999,1.28918,-1.612352,6.167448,3.63,0.0,2.558367,22.0418,542.572,0.0,0.7491071,0.1063851999999999,0.2255623,4.226485,3.9,13.69667,0.03135441,6.872385,118.8592,27.83,0.8727083000000001,0.1688684,0.614386,5.63435,3.39,0.0,0.5642501999999999,17.86211,709.8478,0.0,0.0,0.5617064,0.0,0.9449578000000002,0.0,0.4451774,0.5068244000000001,0.4588261999999999,0.4349407999999999,0.8375,0.8125
503,503.mp3,Katy Perry - Rise (CDQ),Katy Perry,Rise,60.17,02:15,03:13,0.8982089,0.8810606,-0.7148401999999999,4.377196,2.07,0.72,0.2482192999999999,7.967105999999999,106.2418,0.72,1.536667,0.06087004,-0.3941918,4.105047,2.36,1.303043,0.03080318,1.6526060000000002,8.298204,4.69,1.230625,0.1457828,0.6961581,5.978733,4.62,0.8816666,0.0424429,4.947881,99.13971,2.08,0.67,0.04814932,0.67,0.0840638,2.916923,0.4896563,0.4838172,0.4803136999999999,0.4691358,0.613636363636,0.488636363636
504,504.mp3,Kehlani - CRZY,Kehlani,CRZY,32.1,02:13,02:43,0.5227869,1.218306,-0.01490407,2.35941,1.15,0.32,0.946655,12.35714,189.9063,0.32,0.6292156999999999,0.09156483,-0.3336929999999999,2.332859,1.65,6.082000000000001,0.04394648,4.936865,54.15487,15.98,0.5108064,0.2402821,1.019606,6.150271,1.29,0.39,0.1524937999999999,3.148741,105.4224,0.39,15.825,0.2172203999999999,10.55,0.3057795,15.83,0.4530369000000001,0.4746399999999999,0.4220412999999999,0.420789,0.675,0.675
505,505.mp3,Distraction,Kehlani,Distraction,34.12,03:10,03:42,1.36,1.193263,0.341022,6.0288900000000005,1.99,0.47,0.74941,12.20825,184.0408,0.47,0.7163043,0.1041268,0.9287732,3.836057,1.64,0.7713635999999999,0.05406113,0.9710001,8.181469,2.06,1.7794740000000002,0.2393034999999999,1.035739,9.822979,3.97,1.543182,0.1273583999999999,14.24632,368.2332,3.97,0.0,0.3811570999999999,0.34,0.4798409,0.35,0.4268041,0.483947,0.4603829,0.446539,0.65,0.6125
506,506.mp3,Gangsta,Kehlani,Suicide Squad: The Album,34.12,02:10,02:42,0.84175,0.6712575,-0.4609924,2.882137,2.9,11.25667,0.3736061,7.391075999999999,87.25584,32.47,4.21625,0.03497942,-0.4804032999999999,4.90828,13.77,4.713333,0.02368058,3.123273,41.20804,12.83,0.6362264,0.07681576,0.4678126,6.578166,1.65,4.827143,0.05742488,6.644356,145.4633,17.8,16.87,0.07244455,16.87,0.1347092,16.875,0.4901324999999999,0.4827688,0.4951399,0.4530191,0.275,0.375
507,507.mp3,8,Keith Urban,Ripcord,32.1,02:18,02:48,0.6365306,1.080516,-0.7796053000000001,5.218205,1.11,0.34,5.628693,19.82738,435.5168,0.34,0.7033333,0.08143555,0.4125161,6.409523,1.14,16.82,0.04317008,7.028026,116.3997,16.82,0.5301695,0.2233487,1.239722,6.898787,1.8,0.36,1.296589,14.7122,514.134,0.36,0.33,1.370736,0.34,2.599038,0.33,0.4445835999999999,0.4934252,0.4511583999999999,0.4229806,0.8,0.6625
508,508.mp3,7,Keith Urban,Ripcord,37.13,02:55,03:30,1.045143,1.183412,0.1076268,2.862862,2.18,0.36,2.4684,19.25574,419.92,0.36,0.7969565,0.08480904,1.011405,5.93933,2.13,5.34,0.03710432,6.497658,93.1933,8.24,0.6372414000000001,0.1806866,2.366459,16.32862,1.57,0.39,0.5359015,15.48481,534.8380000000001,0.39,0.0,0.6204118000000001,0.0,1.488941,0.0,0.4637446,0.4507576,0.4136904999999999,0.4074675,0.3625,0.5375
510,510.mp3,Wasted Time,Keith Urban,Wasted Time,35.11,03:12,03:45,0.602037,1.459747,-1.060691,2.9851240000000003,5.44,0.35,3.330053,19.45041,413.4424,0.35,0.6826087,0.0990541,-0.3792584,2.461237,3.33,2.85,0.03918438,5.880801,87.2373,8.4,0.4432353,0.1193489,0.9315047,4.932971,1.33,0.36,0.7031453000000001,13.85167,501.9252,0.36,0.0,1.221008,0.35,1.602569,0.35,0.4412017,0.5118741,0.4409156,0.4088698,0.7125,0.825
511,511.mp3,"Michelle Obama,Kelly Clarkson,Missy Elliott - This Is For My Girls",Michelle Obama,This Is For My Girls,41.13,03:03,03:42,0.5468919,1.123722,-0.9460705,4.420138,1.45,0.41,1.394204,18.5492,393.2299,0.41,0.6925861999999999,0.07392418,-0.2161606,3.26017,1.46,8.71,0.0283485,5.280493,86.37914,20.53,0.6235384,0.2234109,0.7855639,4.575596,1.88,0.41,0.2754090999999999,18.602870000000003,652.9583,0.41,0.0,0.2130665,0.0,0.3772630999999999,0.46,0.4332112,0.4920635,0.4253967999999999,0.4319902,0.6875,0.7375
512,512.mp3,Piece By Piece (Idol Version),Kelly Clarkson,Piece by Piece (Idol Version),32.1,03:01,03:31,0.63875,1.446584,1.291532,3.977161,1.89,0.33,6.344285,19.75065,435.1715,0.33,0.7790625,0.07036877,1.5091139999999998,4.454816,3.26,3.97125,0.07426497,3.247533,20.01348,7.84,1.2675,0.1270618,1.483105,14.66544,6.46,0.35,1.481636,14.2731,504.9266,0.35,0.32,0.9804479,0.32,2.213333,0.32,0.4013776,0.4771447,0.3747652,0.4045084,0.3125,0.425
514,514.mp3,Peter Pan,Kelsea Ballerini,The First Time,40.14,02:32,03:10,0.6889474,0.9564663,-0.9871494,5.515386,1.62,0.0,2.8023860000000003,21.70721,526.6869,0.0,1.00175,0.05707813,-0.8613966000000001,5.137379,1.97,3.415,0.04695728,6.089626,80.94415,7.38,0.9245946,0.1327162,1.023786,7.778386999999999,2.34,0.0,0.6373779,15.64594,620.7605,0.0,0.0,0.6088399999999999,0.0,2.383633,0.0,0.4744744999999999,0.461962,0.4537037,0.4129128999999999,0.85,0.75
515,515.mp3,Yeah Boy,Kelsea Ballerini,Kelsea Ballerini,57.18,02:17,03:12,0.9970175,1.097064,-0.9235831,4.909419000000001,2.7,1.20913,0.2413924,5.054245,55.75858,2.72,1.182917,0.09164806,0.2703915999999999,3.310774,2.1,1.838065,0.02692947,2.000087,12.88576,8.07,1.234,0.1864168,0.9546191,6.672042,5.4,0.7605479,0.04617457,2.955209,34.72153,1.51,1.0029629999999998,0.07512733,0.8615151,0.09495554,1.961035,0.4337371,0.4660347999999999,0.4397050999999999,0.4146042,0.6125,0.7875
516,516.mp3,LOYALTY.,Kendrick Lamar,DAMN.,29.11,03:18,03:45,0.6527272,0.9799628,1.002993,5.211254,1.87,0.32,4.075255,18.65603,390.6869,0.32,1.161905,0.1160801,1.585509,4.576101,8.58,3.16,0.07264537,2.0049740000000003,18.30558,8.24,0.744359,0.1580831,2.780871,35.26866,3.25,0.31,0.9433178,13.08596,450.4715,0.31,0.31,1.05039,0.31,1.655628,0.31,0.4782459,0.4951657,0.4816989,0.4554558,0.4,0.4625
517,517.mp3,XXX.,Kendrick Lamar,DAMN.,21.08,03:55,04:14,0.5936666,1.271035,0.07726919,3.056288,1.82,0.25,2.389153,12.07747,163.0359,0.25,0.4465,0.1248635,0.2667037,2.530607,1.69,4.064,0.08185789,3.745631,20.03297,10.12,0.2998333,0.1730359,2.372761,13.56531,0.65,0.6266666999999999,0.4032362,11.07394,248.7373,1.43,0.21,0.5544606,0.2,1.493733,0.21,0.4106972,0.4866284999999999,0.3978032,0.4025788,0.2625,0.425
518,518.mp3,LOVE.,Kendrick Lamar,DAMN.,22.1,03:10,03:30,0.4666667,1.657734,0.7001776999999999,3.809424,1.83,1.33,0.5875531999999999,4.4058720000000005,28.68409,4.76,0.4919354999999999,0.1375983,1.529515,6.239939,1.93,1.011333,0.03033386,2.879424,18.63199,1.91,1.90375,0.2235412,2.554185,27.10714,2.9,2.654,0.1470319,1.890425,30.95342,3.82,9.98,0.8346639000000001,9.974999,0.6784423,2.4925,0.4503643,0.4817850999999999,0.4330600999999999,0.4426229999999999,0.425,0.5125
519,519.mp3,BLOOD.,Kendrick Lamar,DAMN.,19.09,01:41,01:58,0.4171111,0.8775985999999999,0.476703,2.637624,3.73,5.863333,1.122691,7.676937,86.82285,13.47,0.452439,0.05469007,1.413176,5.291061,4.54,2.2625,0.0478061,4.294626999999999,33.86874,10.23,0.4151111,0.1529936,1.242094,10.23125,3.85,0.18,0.2150585,5.24745,89.75976999999999,0.18,0.21,0.3649088,0.21,0.4597044,5.0833330000000005,0.4462024999999999,0.4889241,0.4440928,0.4092827,0.35,0.2625
520,520.mp3,DNA.,Kendrick Lamar,DAMN.,63.18,02:03,03:04,0.7208045999999999,1.138677,1.047335,6.625346,1.88,1.91,0.6162043,8.625299,147.2328,1.91,1.0455,0.135401,-0.8630363000000001,2.824615,2.11,4.812308,0.04193246,3.706865,24.37776,28.26,1.384667,0.3385677,0.8717673,7.170574,2.48,0.0,0.157985,3.027391,88.19145,0.0,24.705,0.1564519,49.41,0.2477844,0.0,0.4934075,0.4822875,0.4581414000000001,0.4557585,0.6625,0.15
521,521.mp3,DUCKWORTH.,Kendrick Lamar,DAMN.,62.18,02:30,03:30,0.6831868000000001,1.297016,1.159074,6.566817,0.94,0.0,1.410724,16.93347,383.4371,0.0,0.8189474,0.1214464999999999,0.8461065999999999,3.580907,2.02,1.440465,0.07893103,2.197988,9.040099,4.24,0.7061364,0.3475440999999999,1.080184,8.729337,1.04,0.0,0.2956915,7.531575,331.6625,0.0,0.0,0.3000094,0.0,0.8943188,0.0,0.4748225,0.5043576,0.4573918999999999,0.458683,0.5125,0.375
